HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p3_HNSCC5_P3_D10	HNSCC5_p3_HNSCC5_P3_F07	HNSCC5_p3_HNSCC5_P3_H01	HNSCC5_p3_HNSCC5_P3_C11	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p3_HNSCC5_P3_A04	HNSCC5_p9_HNSCC5_P9_B10	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B11	HNSCC5_p9_HNSCC5_P9_H03	HNSCC5_p9_HNSCC5_P9_H10	HNSCC5_p9_HNSCC5_P9_B06	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_A06	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p9_HNSCC5_P9_G07	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p9_HNSCC5_P9_G11	HNSCC5_p9_HNSCC5_P9_G09	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p9_HNSCC5_P9_E09	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p9_HNSCC5_P9_E10	HNSCC5_p9_HNSCC5_P9_F10	HNSCC5_p9_HNSCC5_P9_A08	HNSCC5_p9_HNSCC5_P9_G02	HNSCC5_p9_HNSCC5_P9_F12	HNSCC5_p9_HNSCC5_P9_A09	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p9_HNSCC5_P9_D05	HNSCC5_p9_HNSCC5_P9_F09	HNSCC5_p9_HNSCC5_P9_C12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p9_HNSCC5_P9_C03	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p14_HNSCC5_P14_LN_F03	HNSCC5_p14_HNSCC5_P14_LN_A09	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p14_HNSCC5_P14_LN_E08	HNSCC5_p14_HNSCC5_P14_LN_H11	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_G06	HNSCC5_p14_HNSCC5_P14_LN_D01	HNSCC5_p14_HNSCC5_P14_LN_C01	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p14_HNSCC5_P14_LN_C09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p14_HNSCC5_P14_LN_B06	HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p14_HNSCC5_P14_LN_F05	HNSCC5_p14_HNSCC5_P14_LN_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p5_P5_H06	HNSCC5_p5_P5_B05	HNSCC5_p5_P5_E11	HNSCC5_p5_P5_F11	HNSCC5_p5_P5_E04	HNSCC5_p5_P5_E05	HNSCC5_p5_P5_E03	HNSCC5_p5_P5_E12	HNSCC5_p5_P5_A08	HNSCC5_p5_P5_D05	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_G02	HNSCC5_p7_HNSCC5_P7_A12	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p7_HNSCC5_P7_G07	HNSCC5_p7_HNSCC5_P7_F12	HNSCC5_p7_HNSCC5_P7_C07	HNSCC5_p7_HNSCC5_P7_C12	HNSCC5_p7_HNSCC5_P7_G04	HNSCC5_p7_HNSCC5_P7_E07	HNSCC5_p7_HNSCC5_P7_G05	HNSCC5_p13_P13_A05	HNSCC5_p13_P13_H07	HNSCC5_p13_P13_E03	HNSCC5_p13_P13_C07	HNSCC5_p13_P13_G05	HNSCC5_p13_P13_D03	HNSCC5_p13_P13_C06	HNSCC5_p13_P13_B05	HNSCC5_p13_P13_A10	HNSCC5_p13_P13_G04	HNSCC5_p13_P13_D11	HNSCC5_p13_P13_A08	HNSCC5_p13_P13_C09	HNSCC5_p13_P13_G08	HNSCC5_p13_P13_F10	HNSCC5_p13_P13_H01	HNSCC5_p13_P13_D01	HNSCC5_p13_P13_F04	HNSCC5_p13_P13_H11	HNSCC5_p13_P13_D08	HNSCC5_p13_P13_H09	HNSCC5_p13_P13_B12	HNSCC5_p13_P13_H08	HNSCC5_p13_P13_C11	HNSCC5_p15_HNSCC5_P15_D03	HNSCC5_p15_HNSCC5_P15_B12	HNSCC5_p15_HNSCC5_P15_B10	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p15_HNSCC5_P15_F03	HNSCC5_p15_HNSCC5_P15_A01	HNSCC5_p15_HNSCC5_P15_E03	HNSCC5_p15_HNSCC5_P15_B07	HNSCC5_p15_HNSCC5_P15_B05	HNSCC5_p15_HNSCC5_P15_B08	HNSCC5_p15_HNSCC5_P15_D08	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p15_HNSCC5_P15_A11	HNSCC5_p15_HNSCC5_P15_A09	HNSCC5_p15_HNSCC5_P15_B03	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p15_HNSCC5_P15_G03	HNSCC5_p15_HNSCC5_P15_A04	HNSCC5_p15_HNSCC5_P15_E07
CDK5RAP3	1	1	1	1	1	1	1	1	1	1	1.36882091318027	1	1.3060853549927	1	1.42516421645308	1	1	1.35887257082388	1.31906461274811	1	1.28349067695879	1	1	1	1.42717006872239	1	1	1	1	1	1.33306320096811	1	1.93741655932827	1.4218663448835	1	1	0.563184093952141	1	1	1	1	1.5097293133923	1	1	1.53322546379477	1	1	1	1.23985780415824	1	1.39552161713605	1	1	1	1	1	1	1.35596626047506	1	1	1.38184453193048	1.38822744834967	1	1.2565938028588	1.34552511941032	1	1	1	1	1.43466165253876	1	1	1	1	1.3035243998156	1	1.28699495281973	1	1	1	1	1	1	1.29493452912582	1	1	1	1.56196106113784	1	1	1	1	1	1.32419907623162	1	1	1	1	1	0.336189653767694	1	1	1.50186704627493	1	1.51258832811788	1	1.45910937892478	1.23900339810743	1.38761633772427	1	1	1	1	1	1	1.41347834357474	1	1	1	1	1	1	1	1	1	1	1	1	1	1.36372018292905	1	1
CALCOCO2	1	1	1	1	1	1	1	1	1	1	1.37676353898884	1	1.31015372241498	1	1.42526217091049	1	1	1.35594063611726	1.32378389508636	1	1.27636544380289	1	1	1	1.43067565097179	1	1	1	1	1	1.33490191248843	1	1.94402593215267	1.41219743846363	1	1	0.567058878581465	1	1	1	1	1.50485162537442	1	1	1.53948538757437	1	1	1	1	1	1.38773628269842	1	1	1	1	1	1	1.35523614924869	0.751831912147979	1	1.36845686551483	1.38766903669504	1	1.2561559475633	1.34381070952082	1	1	1	1	1.43754848227227	1	1	1	1	1.31137871755898	1	1.28057879002122	1	1	1	1	1	1	1.29348491659252	1	1	1	1.55372241212426	1	1	1	1	1	1.32210837997976	1	1	1	1	1	0.337046081365829	1	1	1.48369301280467	1	1.51121693709328	1	1.45641402698755	1	1.38250483403563	1	1	1	1	1	1	1.40699072636557	1	1	1	1	1	1	1	1	1	1	1	1	1	1.35555443201864	1	1
ATP5G1	1	1	1	1	1	1	1	1	1	1	1.38599083028846	1	1.31124453205437	1	1.42512622184057	1	1	1.35335370743986	1.33203586138471	1	1.26629011265325	1	1	1	1.43175674371809	1.23954890073855	1	1	1	1	1.3352728264822	1	1.94926567476731	1.40109548985766	1	1	0.573127225724944	1	1	1	1	1.49873813958427	1	1	1.5460349901535	1	1	1	1	1	1.38054135947909	1	1	1	1	1	1	1.35432200440198	0.738371132890307	1	1.35567642489254	1.38554920722628	1	1.25611920157516	1.34026180408239	1	1	1	1	1.44066673356125	1	1	1	1	1.31764950587488	1	1.27447823209292	1	1	1	1.23900102217001	1	1	1.29183809083257	1	1	1	1.5424018081506	1	1	1	1	1	1.32095105124107	1	1	1	1	1	0.340760215400354	1	1	1.46615988959892	1	1.51112535055248	1	1.45430740007986	1	1.37618201806956	1	1	1	1	1	1	1.39892639924364	1	1	1	1	1	1	1	1	1	1	1	1	1	1.34680092365881	1	1
PHB	1	1	1	1	1	1	1	1	1	1	1.3950396338903	1	1.31036900307769	1	1.42479713184304	1	1	1.34878900827792	1.34010838283745	1	1.25428288196969	1	1	1	1.4308328585489	1.24823895700462	1	1	1	1	1.33366975771936	1	1.95233706655056	1.38982125021637	1	1	0.579025089162358	1	1	1	1	1.49060622748839	1	1	1.55054777945939	1	1	1	1	1	1.37136867807689	1	1	1	1	1	1	1.35142829466116	0.723059808189294	1	1.34431885488636	1.38302943763361	1	1.25589453443137	1.3347405928933	1	1	1	1	1.44464251829792	1	1	1	1	1.32195645705348	1	1.26848838688113	1	1	1	1.24584830959634	1	1	1.29000273255148	1	1	1	1.52906463837729	1	1	1	1	1	1.31782501674126	1	1	1	1	1	0.343702763870394	1	1	1.446993946922	1	1.51267292212089	1	1.45019010742722	1	1.37146826291474	1	1	1	1	1	1	1.39068042403129	1	1	1	1	1	1	1	1	1	1	1	1	1	1.33786936339521	1	1
SPOP	1	1	1	1	1	1	1	1	1	1	1.40410274024392	1	1.30803253675387	1	1.42297959855635	1	1	1.34447132794882	1.34672120984827	1	1.2443682498118	1	1	1	1.42775143300029	1.25549293299922	1	1	1	1	1.33060066476192	1	1.95379486806539	1.37870582328789	1	1	0.585223452522193	1	1	1	1	1.48098249197165	1	1	1.55391806676134	1	1	1	1	1	1.36073593788574	1	1	1	1	1	1	1.34537436491248	0.70808907249876	1	1.3342096474849	1.3790327052796	1	1.25575593109269	1.32775856462722	1	1	1	1	1.44684716680365	1	1	1	1	1.3248013704023	1	1.26268808542056	1	1	1	1.25182893837876	1	1	1.28671194481453	1	1	1	1.51367891963601	1	1	1	1	1	1.31323826994243	1	1	1	1	1	0.345309899778103	1	1	1.42458717974195	1	1.51185488309165	1	1.44399113300547	1	1.36528338435659	1	1	1	1	1	1	1.38276426172239	1	1	1	1	1	1	1	1	1	1	1	1	1	1.32926686803532	1	1
SLC35B1	1	1	1	1	1	1	1	1	1	1	1.41160231390221	1	1.30796746651948	1	1.41955804012551	1	1	1.34216457370946	1.35547111008342	1	1	1	1	1	1.42503056680867	1.26314165461825	1	1	1	1	1.32613339137614	1	1.95589344675521	1.37105762046478	1	1	0.594180613326767	1	1	1	1.23758241032828	1.46866141245823	1	1	1.55893328691596	1	1	1	1	1	1.35384518799795	1	1	1	1	0.743607154065659	1	1.33962139283152	0.691936522264801	1	1.3266184302115	1.37477512520622	1	1.25627836659932	1.32271004167206	1	1	1	1	1.44848038341146	1	1	1	1	1.32959906539567	1	1.2559536827728	1	1	1	1.2562869289982	1	1	1.28526290155665	1	1	1	1.5003117201792	1	1	1	1	1	1.31064523832462	1	1	1	0.748931756299629	1	0.348757065095577	1	1	1.40421163139986	1	1.50871425822491	1	1.43794671495187	1	1.36104228222309	1	1	1	1	1	1	1.37859684657102	1	1	1	1	1	1	1	1	1	1	1	1	1	1.32084150380188	1	1
COL1A1	1	1	1	1	1	1	1	1	1	1	1.41541107455284	1	1.30604358371667	1	1.41786118854884	1	1	1.33770824654977	1.36398731914955	1	1	1	1	1	1.42025309696976	1.26909786746459	1	1	1	1	1.32315259542015	1	1.95593672184066	1.36008825452185	1	1	0.603073787198725	1	1	1	1.25632155634434	1.45446058479505	1	1	1.56201599153384	1	1	1	1	1	1.34330504442329	1	1	1	1	0.734875379445455	1	1.33200709830442	0.677435716541442	1	1.31895322832471	1.37013728736843	1	1.2598270541428	1.31578530573237	1	1	1	1	1.4463957985781	1	1	1	1	1.33253365642038	1	1.24806411483497	1	1	1	1.26066563714864	1	1	1.28252186160184	1	1	1	1.48598764198826	1	1	1	1	1	1.30892954899681	1	1	1	0.739712136835111	1	0.351053397524837	1	1	1.38561647731355	1	1.50732272435088	1	1.42820069415032	1	1.35851053193308	1	1	1	1	1	1	1.37255324210073	1	1	1	1	1	0.751717035187528	1	1	1	1	1	1	1	1.31056749471928	1	1
MRPL27	1	1	1	1	1	1	1	1	1	1	1.41815376854142	1	1.30669546098635	1	1.41890758271422	1	1	1.33433173246216	1.37030559012919	1	1	1	1	1	1.41546488739102	1.27388489440781	1	1	1	1	1.32067881845468	1	1.95503448048098	1.34941306028781	1	1	0.611793301978534	1	1	1	1.27325347246336	1.44128651409605	1	1	1.5662463221599	1	1	1	1	1	1.33362752353131	1	1	1	1	0.726174031952315	1	1.32419679712535	0.665431793440684	1	1.31227179042063	1.36735349544417	1	1.26228729191902	1.30984219574899	1	1	1	1	1.44334311908846	1	1	1	1	1.33823212347748	1	1.23959026699177	1	1	1	1.2677783803503	1	1	1.27951641777694	1	1	1	1.47451961355222	1	1	1	1	1	1.30929452424431	1	1	1	0.728577015376522	1	0.35218247469874	1	1	1.36626686058469	1	1.5039035400844	1	1.41980386018739	1	1.35696112366035	1	1	1	1	1	1	1.36680591507336	1	1	1	1	1	0.743260342536727	1	1	1	1	1	1	1	1.30074851514467	1	1
LRRC59	1	1	1	1	1	1	1	1	1	1	1.42056572477684	1	1.30757614072733	1	1.41669184067849	1	1	1.32729303235536	1.3765296039802	1	1	1	1	1	1.40696883714625	1.27504278124615	1	1	1	1	1.31616935858235	1	1.95009720962034	1.33647003341713	1	1	0.618762777482742	1	1	1	1.28659277191484	1.42637493971446	1	1	1.56852391914595	1	1	1	1	1	1.32056908995036	1	1	1	1	0.719088541075196	1	1.3127803711686	0.653583669201945	1	1.30599177483096	1.36146430572036	1	1.2611239164219	1.30025691376964	1	1	1	1	1.43973155808875	1	1	1	1	1.34081711369659	1	1	1	1	1	1.27480038331286	1	1	1.27288083950935	1	1	1	1.46479141044692	1	1	1	1	1	1.30600816733414	1	1	1	0.716520622403499	1	0.353422108456131	1	1	1.34330398330479	1	1.49749833394021	1	1.41312315470624	1	1.35564609590893	1	1	1	1	1	1	1.35778548100548	1	1	1	1	1	0.732238516884063	1	1	1	1	1	1	1	1.28963257568194	1	1
SPATA20	1	1	1	1	1	1	1	1	1	1	1.42183294472202	1	1.30682987832471	1	1.41200833057548	1	1	1.31863217805427	1.38150299293196	1	1	1	1	1	1.39693529409497	1.27511753835713	1	1	1	1	1.31108882242412	1	1.94507412086112	1.32376928414072	1	1	0.625824103174818	1	1	1	1.2983364516111	1.41345636661392	1	1	1.57280985467288	1.23806466789765	1	1	1	1	1.30946320985929	1	1	1	1	0.713850391128439	1	1.30123058928755	0.643576437352182	1	1.29986675442668	1.35623764364527	1	1.26048390320112	1.2890642640479	1	1	1	1	1.4351398902585	1	1	1	1	1.34050709942211	1	1	1	1	1	1.2787417579346	1	1	1.26463661113939	1	1	1	1.45243817607338	1	1	1	1	1	1.29947418663526	1	1	1	0.704681387837611	1	0.354959297244168	1	1	1.31879607286262	1	1.4912528240297	1	1.40479652215927	1	1.35627089336491	1	1	1	1	1	1	1.34757590640247	1	1	1	1	1	0.720214409369414	1	1	1	1	1	1	1	1.27673580984929	1	1
ANKRD40	1	1	1	1	1	1	1	1	1	1	1.42309693727437	1	1.3075100862376	1	1.40877828296404	1	1	1.31318798359893	1.38792546597663	1	1	1	1	1	1.39013798821179	1.27816695814102	1	1	1	1	1.30796820836124	1	1.93966948608163	1.31252227495837	1	1	0.63137023939698	1	1	1	1.31153002434765	1.40020997102979	1	1	1.58044272158973	1.24653564713989	1	1	1	1	1.29913119248626	1	1	1	1	0.709979058785927	1	1.29112511923212	0.636605460083652	1	1.29339940960175	1.35047865527505	1	1.25825643419558	1.28080980772497	1	1	1	1	1.42838427926713	1	1	1	1	1.33806111120296	1	1	1	1	1	1.28587587572748	1	1	1.2558257954891	1	1	1	1.44338168169582	1	1	1	1	1	1.29285221361292	1	1	1	0.695828280341751	1	0.35771130752152	1	1	1.29744993848771	1	1.48465414211387	1	1.39973067493285	1	1.35654370923176	1	1	1	1	1	1	1.34060198000504	1	1	1	1	1	0.711272889107221	1	1	1	1	1	1	1	1.26351951584564	1	1
LUC7L3	1	1	1	1	1	1	1	1	1	1	1.42510191724715	1	1.30711098226848	1	1.40675382618869	1	1.24123361848306	1.30863659004637	1.39517751773337	1	1	1	1	1	1.38489769279578	1.28230789120913	1	1	1	1	1.30616621307182	1	1.93528013282687	1.30183544966099	1	1	0.636773928770135	1	1	1	1.32572738563949	1.39049911733017	1	1	1.58799052781217	1.25510026220381	1	1	1	1	1.29061269830858	1	1	1	1	0.707367257502476	1	1.28249957421013	0.632904050584736	1	1.28639772382001	1.3478601113769	1	1.26005034109612	1.27370161809589	1	1	1	1	1.42603469706578	1	1	1	1	1.3367828285369	1	1	1	1	1	1.29319964313386	1	1	1.2495864339866	1	1	1	1.4360591145312	1	1	1	1	1	1.28899308795856	1	1	1	0.690000829477066	1	0.362841867645838	1	1	1.27962280918098	1	1.48344770023446	1	1.39557038749966	1	1.3573348414003	1	1	1	1	1	1	1.33529422535163	1	1	1	1	1	0.704493617539074	1	1	1	1	1	1	1	1.25393757299792	1	1
TOB1	1	1	1	1	1	1	1	1	1	1	1.42748282761063	1	1.30718823820885	1	1.40584351263197	1	1.25039216829196	1.30381652036584	1.40292181318785	1	1	1	1	1	1.38040690382059	1.28692639455327	1	1	1	1	1.30466094695677	1	1.9314184776279	1.29186446759462	1	1	0.645384572314939	1	1	1	1.34400821563863	1.38128551250218	1	1	1.59604601619853	1.26767742374513	1	1.24150448822533	1	1	1.28252707506622	1	1	1	1	0.705211155434017	1	1.27467901713373	0.630702336190351	1	1.27987826623375	1.34561020386208	1	1.26230821612504	1.26707492438706	1	1	1	1	1.42287280158665	1	1	1	1	1.33509112541423	1	1	1	1	1	1.29923440069689	1	1	1.24377938222514	1	1	1.23699076677852	1.43285407797054	1	1	1	1	1	1.28542030328147	1	1	1	0.684787862214975	1	0.368851605485403	1	1	1.26158850543521	1	1.4809051785799	1	1.39312269530208	1	1.35774765204923	1	1	1	1	1	1	1.33225188201888	1	1	1	1	1	0.697989909472941	1	1	1	1	1	1	1	1.24447411089339	1	1
NME1	1	1	1	1	1	1	1	1	1	1	1.42875535570522	1	1.3079536171033	1	1.40525104900193	1	1.25993289436177	1.2971852487692	1.41137548778456	1	1	1	1	1	1.37481964653993	1.2910987082926	1	1	1	1	1.30348811856167	1	1.9263614281247	1.28110207567262	1	1	0.656338938397388	1	1	1	1.3612460991352	1.37098653541965	1	1	1.60297142008638	1.27919786880993	1	1.25074148065145	1	1	1.27337043464985	1	1	1	1	0.705406463637152	1	1.26616012659349	0.627477322719125	1	1.2722842467764	1.34226717640722	1	1.2646540452889	1.2601250321328	1	1	1	1	1.42041325307598	1	1	1	1	1.33230771409477	1	1	1	1	1	1.30677053019635	1	1	1.23873207990495	1	1	1.24238054645784	1.42901661048976	1	1	1	1	1	1.28076658177378	1	1	1	0.678546351953566	1	0.377086563371815	1	1	1.2425312673015	1	1.47999683984066	1	1.38957363070079	1	1.357063923827	1	1	1	1	1	1	1.32811961236452	1	1	1	1	1	0.690458119027112	1	1	1	1	1	1	1	1.23512770668587	1	1
NME2	1	1	1	1	1	1	1	1	1	1	1.43065595322225	1	1.30764903096526	1	1.40357183500099	1	1.26842539817958	1.28949426476077	1.42055946401638	1	1	1	1	1	1.36815679859357	1.29597834656303	1	1	1	1	1.30263906657913	1	1.92208473867744	1.26942362335318	1	1	0.666299816811796	1	1	1	1.37744992916216	1.35783489732279	1	1	1.60980422070772	1.29321545003505	1	1.25893098966711	1	1	1.26316523492251	1	1	1	1	0.708066734469879	1	1.25659199292269	0.62572190525372	1	1.26363730171146	1.3389077407206	1	1.26770199758524	1.25212270576935	1	1	1	1	1.41867327682331	1	1	1	1	1.32845186876249	1	1	1	1	1	1.3132449006514	1	1	1	1	1	1.24820148220586	1.42409110849699	1	1	1	1	1	1.27503628719702	1	1	1	0.671296435961118	1	0.385389736569805	1	1	1	1	1.47798883361953	1	1.38494303830106	1	1.35709178345081	1	1	1	1	1	1	1.32469789937113	1	1	1	1	1	0.684259574484374	1	1	1	1	1	1	1	1	1	1
UTP18	1	1	1	1	1	1	1	1	1	1	1.43379104541931	1	1.30693196215263	1	1.40312094083128	1	1.27813297383383	1.28301712391593	1.43099033642225	1	1	1	1	1	1.36272101289941	1.30206981446571	1	1	1	1	1.30299824982358	1	1.91914041285165	1.25896695132928	1	1	0.67742593748433	1	1.24180098278769	1	1.39441682175623	1.34592777524126	1	1	1.61791452376509	1.30847443602385	1	1.26833282298927	1	1	1.25241553017814	1	1	1	1	0.711883146277708	1	1.24823621276297	0.628448238112597	1	1.25607480246721	1.33676491405866	1	1.27195347011297	1.24532765050016	1	1	1	1	1.41816461999069	1	1	1	1	1.32581105675505	1	1	1	1	1	1.32093776702642	1	1	1	1	1	1.25522669994251	1.42040076322828	1	1	1	1	1	1.27051308316969	1	1	1	0.665201271218539	1	0.394797783740662	1	1	1	1	1.47722395125476	1	1.38153950806719	1	1.35833867678118	1	1	1	1	1	1	1.32249005253043	1	1	1	1	1	0.679216103469925	1	1	1	1	1	1	1	1	1	1
COX11	1	1	1	1	1	1	1	1	1	1	1.43585775592498	1	1.30774345937579	1	1.40061605264155	1	1.28937992607184	1.27453444156711	1.4400840105468	1	1	1	1	1	1.3552509493456	1.30614450658865	1	1	1	1	1.30488522353258	1	1.91397388372704	1.24652506983632	1	1	0.690027977010622	1	1.26165746599014	1	1.40937323459832	1.33022958938105	1	1	1.62764330847607	1.32530435995122	1	1.27927057528176	1	1	1.24319720259936	1	1	1	1	0.717163424513474	1	1.24140385847333	0.632616153395093	1	1.2482769134173	1.33259126138855	1	1.27419561627341	1.24005179926276	1	1	1	1	1.41921228332937	1	1	1	1	1.32114358627963	1	1	1	1	1	1.32661068265669	1	1	1	1	1	1.26073988081098	1.41465393774633	1	1	1	1	1	1.26454929430484	1	1	1	0.659736698428548	1	0.404638601417979	1	1	1	1	1.47786926025852	1	1.37609191308534	1	1.35575598911755	1	1	1	1	1	1	1.32181498987876	1	1	1	1	1	0.675628017104523	1	1	1	1	1	1	1	1	1	1
SCPEP1	1	1	1	1	1	1	1	1	1	1	1.43477702313907	1	1.30736113870191	1	1.39526821106183	1	1.29736192275157	1.26455365044838	1.44649746873798	1	1	1	1	1	1.34730716994306	1.30710439880882	1	1	1	1	1.30565616793383	1	1.90408017784055	1.23564851334351	1	1	0.704872688144516	1	1.2806130243239	1	1.42117919096778	1.3116397523433	1	1	1.63294379398078	1.34310417276164	1	1.28798669701637	1	1	1	1	1	1	1	0.723579025224133	1	1	0.638398682038755	1	1.24172608219679	1.32642331414043	1	1.27495696339788	1	1	1	1	1	1.4225952143036	1	1	1	1	1.31358768188077	1	1	1	1	1	1.33132205151076	1	1	1	1	1	1.26551269529107	1.40602621508861	1	1	1	1	1	1.25705214944469	1	1	1	0.654476683589942	1	0.416482345683238	1	1	1	1	1.47754915525508	1.23996930055821	1.37244766284045	1	1.35409971204221	1	1	1	1	1	1	1.32016012022773	1	1	1	1	1	0.674598890191807	1	1	1	1	1	1	1	1	1	1
MRPS23	1	1	1	1	1	1	1	1	1	1	1.43288277349637	1	1.30918507599259	1	1.38779704580141	1	1.30558252963025	1.25423829832317	1.45154018148368	1	1	1	1	1	1.3398858014418	1.30820192697026	1	1	1	1	1.30702149023069	1	1.89467244567378	1	1	1	0.718468229336428	1	1.30360563321177	1	1.43329911901598	1.29176385482789	1	1	1.6378881073025	1.35780778184775	1	1.29537224387175	1	1	1	1	1	1	1	0.728712452675964	1	1	0.642916639963492	1	1.23736270925219	1.32209769558029	1.23498073345472	1.27403632403818	1	1	1	1	1	1.4264185524293	1	1	1	1	1.30631918117604	1	1	1	1	1	1.33646929025289	1	1	1	1	1	1.27034465096999	1.39784699636742	1	1	1	1	1	1.249990429124	1	1	1	0.651217813524172	1	0.428323633726138	1	1	1	1	1.47439782816045	1.25206138120315	1.36797208963911	1	1.35108861926193	1	1	1	1	1	1	1.3167584913121	1	1	1	1	1	0.673375297836986	1	1	1	1	1	1	1	1	1	1
SRSF1	1	1	1	1	1	1	1	1	1	1	1.42891320963221	1	1.31074996890403	1	1.38007233731807	1	1.31533226952522	1.24719928792275	1.45268445470245	1	1	1.24324234614625	1	1	1.33157700972769	1.31259362549419	1	1	1	1	1.3081276405963	1	1.88499397772425	1	1	1	0.728634116113595	1	1.32286312321171	1	1.44336189035038	1.27346009900258	1	1	1.64068998745325	1.36888781045552	1	1.29895983437831	1	1	1	1	1	1	1	0.73700789633011	1	1	0.648870880964266	1	1	1.3163583199782	1.23819882234172	1.27109234957323	1	1	1	1	1	1.42635810942689	1	1	1	1	1.29880021013455	1	1	1	1	1	1.33957461718888	1	1	1	1	1	1.27576917556356	1.3876163471224	1	1	1	1	1	1.24177617138326	1	1	1	0.649076431189312	1	0.441549746168843	1	1	1	1	1.47462906035085	1.26039468579271	1.36144626883728	1	1.34781783833418	1	1	1	1	1	1	1.31487672281975	1	1	1	1	1	0.671905809746693	1	1	1	1	1	1	1	1	1	1
SUPT4H1	1	1	1	1	1	1	1	1	1	1	1.42291897369364	1	1.31212029086114	1	1.370815037379	1	1.32296065717018	1.24313784046949	1.4534651284076	1	1	1.25248988392155	1	1	1.32190788662057	1.31541578407448	1	1	1	1	1.30866961365968	1	1.87528555999303	1	1	1	0.740180949821657	1	1.34003835214784	1	1.45125936721796	1.25346245277614	1	1	1.64140698000816	1.37783175790529	1	1.30275972126438	1	1	1	1	1	1	1	0.74654158554321	1	1	0.655576789790447	1	1	1.30849247137522	1.24106712676727	1.26776171205757	1	1	1	1	1	1.4258291030262	1	1	1	1	1.29035539396809	1	1	1	1	1	1.3423241452538	1	1	1	1	1	1.27939578376316	1.38063605302162	1	1	1	1	1	1	1	1	1	0.64925554887512	1	0.453919294803589	1	0.750359843274179	1	1	1.47267137186959	1.26662214997979	1.35297419561084	1	1.34240516250914	1	1	1	1	1	1	1.31086287230588	1	1	1	1	1	0.670099662894678	1	1	1	1	1	1	1	1	1	1
SKA2	1	1	1	1	1.23695209269762	1	1	1	1	1	1.41659893815468	1	1.31673580944408	1	1.36481182843452	1	1.32850453503375	1.24228464533184	1.45563188703418	1	1	1.25968096257972	1	1	1.31144397104391	1.31763537753588	1	1	1	1.23822888723648	1.30895240902221	1	1.86228922353006	1	1	1	0.751091487907253	1	1.36048952243012	1	1.46059006849879	1	1	1.24271026743099	1.64366930421507	1.38647391404212	1	1.30802699960504	1	1	1	1	1	1	1	1	1	1	0.660314516966295	1	1	1.29839709525057	1.24318659200377	1.26588785620874	1	1	1	1	1	1.42729501237077	1	1	1	1	1.28202675813952	1	1	1	1	1	1.34546877660538	1	1	1	1	1	1.28306497721102	1.36976087471918	1	1	1	1	1	1	1	1	1	0.647738565758705	1	0.465211566211434	1	0.742120674733614	1	1	1.47159867599826	1.27078165168355	1.34598783583273	1	1.33311760184123	1	1	1	1	1	1	1.30780757913252	1	1	1	1	1	0.671066980477831	1	1	1	1	1	1	1	1	1	1
